NowAuto Group, Inc.;790;19;;;;
Mytilineos Holdings S.A.;818;24;;;;
Mattioli Woods PLC;459;18;;;;
Midatech Pharma Plc;140;19;;;;
Motors Liquidation Company GUC Trust;1172;36;;;;
Mister Goody, Inc.;349;18;;;;
MS&AD Insurance Group Holdings, Inc.;369;36;;;;
The Mercantile Investment Trust plc;1276;35;;;;
Moneysupermarket.com Group PLC;1886;30;;;;
Man Group plc;1108;13;;;;
GreenHunter Resources, Inc.;1718;27;;;;
Majestic Wine plc;656;17;;;;
Majestic Gold Corp.;1409;19;;;;
Meritage Hospitality Group Inc.;1960;31;;;;
Mercia Technologies PLC;864;23;;;;
Microgen plc;1188;12;;;;
Yamada Green Resources Limited;1187;30;;;;
Marston's PLC;1933;13;;;;
Magellan Gold Corporation;289;25;;;;
Lonza Group Ltd;64;15;;;;
Luxottica Group S.p.A.;1443;22;;;;
LSL Property Services Plc;1030;25;;;;
Liquefied Natural Gas Limited;539;29;;;;
LendLease Group;1848;15;;;;
LKA Gold Incorporated;1446;21;;;;
Lexam VG Gold Inc.;1808;18;;;;
PT Kresna Graha Investama Tbk;1990;29;;;;
Keller Group plc;465;16;;;;
Prudential plc;999;14;;;;
JRP Group plc;1415;13;;;;
Greyson International, Inc.;1424;27;;;;
The Jean Coutu Group (PJC) Inc.;262;31;;;;
International Wire Group Holdings, Inc.;518;39;;;;
Intertape Polymer Group Inc.;1202;28;;;;
The Investment Company plc;266;26;;;;
Ingenico Group - GCS;5;20;;;;
Informa plc;298;11;;;;
Inchcape plc;1165;12;;;;
Intermediate Capital Group plc;1150;30;;;;
India Capital Growth Fund Limited;109;33;;;;
Irish Continental Group plc;1254;27;;;;
Harvey Nash Group plc;870;21;;;;
Hammerson plc;1128;13;;;;
Home Retail Group plc;1971;21;;;;
Hargreaves Lansdown plc;1449;23;;;;
Highland Gold Mining Limited;762;28;;;;
China Redstone Group, Inc.;1900;26;;;;
Headlam Group plc;854;17;;;;
Home Capital Group Inc.;1675;23;;;;
Hays plc;1525;8;;;;
Hampshire Group, Limited;856;24;;;;
GW Pharmaceuticals plc;1406;22;;;;
The Goodheart-Willcox Company, Inc.;1321;35;;;;
Gowest Gold Ltd;1886;15;;;;
Geovic Mining Corp.;1843;19;;;;
Glacier Media Inc.;1806;18;;;;
Gemalto N.V.;1288;12;;;;
Golden Tech Group, Ltd.;1210;23;;;;
Gujarat State Petronet Limited;1377;30;;;;
Geospatial Corporation;800;22;;;;
Gas Plus S.p.A.;335;15;;;;
Golden Star Resources Ltd.;189;26;;;;
The Goldman Sachs Group, Inc.;1597;29;;;;
Grizzly Gold Corp.;240;18;;;;
Grainger Plc;603;12;;;;
GreenHunter Resources, Inc. 10%;1718;31;;;;
Golden Queen Mining Co. Ltd.;543;28;;;;
Great Panther Silver Limited;911;28;;;;
Graphite One Resources Inc.;1336;27;;;;
Graphene 3D Lab Inc.;254;20;;;;
Grandparents.com, Inc.;665;22;;;;
Global Payout, Inc.;401;19;;;;
Go Green Global Technologies Corp.;500;34;;;;
Generation Zero Group, Inc.;1856;27;;;;
Golden Gate Partners, Inc.;1762;26;;;;
GlyEco, Inc.;1247;12;;;;
Galaxy Gaming, Inc.;635;19;;;;
GameLoft S.E.;960;13;;;;
Glencore Plc;1958;12;;;;
Gilla Inc.;235;10;;;;
Greystone Logistics, Inc.;256;25;;;;
MJ Gleeson PLC;1544;14;;;;
GlaxoSmithKline plc;1627;19;;;;
Gemini Corporation;1568;18;;;;
Greene King plc;482;15;;;;
Greenkraft, Inc.;642;16;;;;
Givaudan SA;567;11;;;;
Grifols, S.A.;983;13;;;;
Genting Singapore PLC;304;21;;;;
GAMCO Global Gold, Natural Resources & Income Trust;197;51;;;;
G4S plc;1122;7;;;;
Gould Investors L.P.;743;20;;;;
Gendis Inc.;1681;11;;;;
Goodrich Petroleum Corp.;299;24;;;;
Guardian Capital Group Limited;156;30;;;;
Guardian Capital Group Limited;156;30;;;;
Great Canadian Gaming Corporation;1820;33;;;;
Global Indemnity Limited;1813;24;;;;
Gayatri Projects Limited;1015;24;;;;
Maxima Group Inc.;873;17;;;;
GAIL (India) Limited;1638;20;;;;
PC Group, Inc.;318;14;;;;
Synergy Health plc;767;18;;;;
Tyhee Gold Corp.;373;16;;;;
Cable & Wireless Communications Plc;552;35;;;;
CTI Group Holdings Inc.;1015;23;;;;
Spirit Pub Company plc;1224;22;;;;
RedstoneConnect Plc;1682;19;;;;
Colt Group S.A.;1912;15;;;;
Chesapeake Gold Corp.;1280;21;;;;
CGI GROUP INC. A SV;1856;19;;;;
Chesapeake Gold Corp.;1280;21;;;;
Canadian General Investments, Limited;1962;37;;;;
Ciralight Global, Inc.;109;22;;;;
Canaccord Genuity Group Inc.;1827;28;;;;
Golden Band Resources Inc.;157;26;;;;
Cassidy Gold Corp.;1876;18;;;;
Close Brothers Group plc;415;24;;;;
Big Yellow Group plc;1934;20;;;;
Bellway p.l.c.;135;14;;;;
Bravada Gold Corporation;733;24;;;;
Grande West Transportation Group Inc;988;36;;;;
BlueRush Media Group Corp.;1809;26;;;;
BT Group plc;1381;12;;;;
Biosensors International Group, Ltd.;639;36;;;;
Boston Sand & Gravel Co.;232;24;;;;
Bioquell plc;1263;12;;;;
PT. Global Mediacom Tbk;1263;23;;;;
Bilby Plc;197;9;;;;
BH Macro Limited;582;16;;;;
Barkerville Gold Mines Ltd.;1968;27;;;;
B4MC Gold Mines, Inc.;1205;21;;;;
Bullfrog Gold Corp.;1887;19;;;;
Betfair Group PLC;849;17;;;;
The Bidvest Group Limited;657;25;;;;
Gamuda Bhd;1194;10;;;;
Genting Malaysia Berhad;1444;23;;;;
WANG ON GROUP;1191;13;;;;
Watchstone Group Plc;1656;20;;;;
USA Zhimingde International Group Corporation;1119;45;;;;
Zurich Insurance Group AG;1209;25;;;;
Zargon Oil & Gas Ltd;857;20;;;;
Y. T. Realty Group Limited;560;26;;;;
Yingde Gases Group Company Limited;1541;34;;;;
PRZ.L;981;5;;;;
CARLIN GOLD CORP.;907;17;;;;
Xinyi Glass Holdings Limited;1723;28;;;;
JPX Global, Inc.;108;16;;;;
TMX Group Limited;262;17;;;;
Worldwide Healthcare Trust PLC;1962;30;;;;
W Resources Plc;7;15;;;;
Washington Prime Group Inc.;624;27;;;;
WestMountain Gold, Inc.;914;23;;;;
Workspace Group plc;81;19;;;;
WestKam Gold Corp.;553;18;;;;
WH Ireland Group plc;397;20;;;;
Washington Gas Light Company;377;28;;;;
Giyani Metals Corp.;793;19;;;;
The Vitec Group plc;1719;19;;;;
Vogiatzoglou Systems S.A.;1477;25;;;;
V1 Group Limited;1157;16;;;;
Vodacom Group Limited;1257;21;;;;
Vienna Insurance Group AG;674;25;;;;
Vernalis plc;755;12;;;;
Vianet Group plc;1255;16;;;;
LEXAM VG GOLD;991;13;;;;
Pebble Beach Systems Group plc;374;30;;;;
Vienna Insurance Group AG;674;25;;;;
TAC GOLD;479;8;;;;
Vela Technologies PLC;1484;21;;;;
Vectura Group plc;1656;17;;;;
USIN.SW;841;7;;;;
Americas Silver Corporation;1761;27;;;;
United Resource Holdings Group, Inc.;146;36;;;;
UNIQA Insurance Group AG;950;24;;;;
UIB Group Limited;211;17;;;;
TYIN Group Holdings Limited;1963;27;;;;
Taylor Wimpey plc;638;17;;;;
Tissue Regenix Group plc;1587;24;;;;
Torotrak plc;1370;12;;;;
T. Rowe Price Group, Inc.;936;25;;;;
Piraeus Bank S.A.;1414;17;;;;
Torex Gold Resources Inc;1198;24;;;;
Titon Holdings plc;1482;18;;;;
TNR Gold Corp.;1273;14;;;;
Telenet Group Holding NV;347;24;;;;
Tullett Prebon plc;1243;18;;;;
Totally Green, Inc.;1090;19;;;;
Telecity Group plc;732;18;;;;
TalkTalk Telecom Group PLC;557;26;;;;
Troy Income & Growth Trust Plc;931;30;;;;
Crimson Tide plc;265;16;;;;
BlackRock Throgmorton Trust plc;461;31;;;;
Thunder Mountain Gold, Inc.;273;27;;;;
True North Gems Inc.;1126;20;;;;
Tierra Grande Resources, Inc.;1636;29;;;;
Toyoda Gosei Co., Ltd.;1326;22;;;;
Thomas Group, Inc.;1129;18;;;;
TATA GLOBAL BEVERAGES LD GDS (E;434;31;;;;
Temenos Group AG;1967;16;;;;
Bank of Greece A.E.;1700;19;;;;
Ted Baker PLC;613;13;;;;
Tricon Capital Group Inc.;1563;25;;;;
Tecan Group Ltd.;1815;16;;;;
Tembo Gold Corp;553;15;;;;
TalkTalk Telecom Group PLC;557;26;;;;
TAJGVK Hotels & Resorts Limited;115;31;;;;
Synthomer plc;997;13;;;;
Seven Group Holdings Limited;866;28;;;;
Severn Trent Plc;1012;16;;;;
Silver Grail Resources Ltd.;855;27;;;;
Starvest plc;523;12;;;;
Servoca Plc;1428;11;;;;
Sunway Global Inc.;973;18;;;;
Sun Art Retail Group Limited;1874;28;;;;
Suncorp Group Limited;156;21;;;;
PT SLJ Global Tbk;529;17;;;;
Sutton Harbour Holdings plc;1897;27;;;;
Scientific Metals Corp.;468;23;;;;
Stratex Oil & Gas Holdings, Inc.;1047;32;;;;
St. James's Place plc;681;21;;;;
SThree plc;538;10;;;;
Secure Trust Bank Plc;1832;21;;;;
Staffline Group plc;1158;19;;;;
Magnolia Colombia Ltd.;643;22;;;;
Scorpio Gold Corporation;262;24;;;;
Serabi Gold plc;995;15;;;;
SPO Global Inc.;1726;15;;;;
Sportech PLC;350;12;;;;
Spire Healthcare Group Plc;201;26;;;;
Simon Property Group, Inc.;424;26;;;;
Southern Cross Media Group Limited;1431;34;;;;
Sosei Group Corporation;1459;23;;;;
SolGold plc;1711;11;;;;
Strata Oil & Gas Inc.;1418;21;;;;
Sabine Oil & Gas Corporation;424;28;;;;
Southern California Gas Co.;1950;27;;;;
Sabien Technology Group Plc;847;27;;;;
Kingwell Group Limited;1008;22;;;;
Suncorp Group Limited;156;21;;;;
Smith & Nephew plc;734;18;;;;
Strategic Minerals plc;1297;22;;;;
J. Smart & Co. (Contractors) PLC;350;32;;;;
Sky plc;763;7;;;;
Strikepoint Gold Inc.;458;21;;;;
Spark Infrastructure Group;764;26;;;;
St Ives plc;1412;11;;;;
Share Plc;1818;9;;;;
Sihuan Pharmaceutical Holdings Group Ltd.;359;41;;;;
SIG plc;1344;7;;;;
Success Holding Group International Inc.;1853;40;;;;
Sage Gold Inc.;798;14;;;;
SEGRO plc;1592;9;;;;
The Sage Group plc;1742;18;;;;
SAI Global Limited;1098;18;;;;
Slater and Gordon Limited;521;25;;;;
Sunridge Gold Corp.;1267;19;;;;
Samco Gold Limited;345;18;;;;
Standard Bank Group Limited;1333;27;;;;
SoftBank Group Corp.;265;20;;;;
Spark Infrastructure Group;764;26;;;;
Sepura PLC;1780;10;;;;
Sensys Gatso Group AB (publ);666;28;;;;
Schroders plc;1714;13;;;;
SDL plc;1640;7;;;;
China Longyi Group International Holdings Limited;1835;49;;;;
Societe Generale Group;951;22;;;;
China Shianyun Group Corp., Ltd.;1273;32;;;;
S.A. San Miguel A.G.I.C.I. y F.;1245;31;;;;
South American Gold Corp.;269;25;;;;
The Royal Bank of Scotland Group plc;1205;36;;;;
Riverdale Oil and Gas Corporation;639;33;;;;
RTC Group plc;148;13;;;;
Renishaw plc;1135;12;;;;
George Risk Industries, Inc.;617;28;;;;
RPS Group plc;645;13;;;;
Rockport Healthcare Group, Inc.;285;31;;;;
RPC Group Plc;898;13;;;;
Rotork plc;250;10;;;;
LGX Oil + Gas Inc.;740;18;;;;
Renew Holdings plc;950;18;;;;
Rio Novo Gold Inc.;423;18;;;;
River and Mercantile UK Micro Cap Investment Company Limited;0;60;;;;
Rambler Metals and Mining PLC;1096;29;;;;
Romios Gold Resources Inc.;559;26;;;;
REKO INTL GRP INC;1772;17;;;;
RIO TINTO PLC LS-,10;398;20;;;;
Rineon Group, Inc.;1082;18;;;;
Robertson Global Health Solutions Corporation;1143;45;;;;
MCS Services Limited;57;20;;;;
Ross Group plc;1592;14;;;;
Reco International Group Inc.;1035;29;;;;
Redstar Gold Corp.;1175;18;;;;
red24 PLC;939;9;;;;
Radius Gold Inc.;366;16;;;;
Redify Group, Inc.;1193;18;;;;
The Royal Bank of Scotland Group plc;1205;36;;;;
The Royal Bank of Scotland Group plc;1205;36;;;;
Rathbone Brothers plc;1587;21;;;;
Quartix Holdings plc;831;20;;;;
QinetiQ Group plc;1539;17;;;;
Quantum Pharma Plc;1118;18;;;;
QMX Gold Corporation;743;20;;;;
Amador Gold Corp.;1710;17;;;;
HOME RETAIL GRP ADR/4;473;21;;;;
Power Chips plc;680;15;;;;
Plato Gold Corp.;1091;16;;;;
Porta Communications Plc;1628;24;;;;
Persimmon plc;966;13;;;;
ProVest Global, Inc.;629;20;;;;
Prudential plc;999;14;;;;
Prime Media Group Limited;768;25;;;;
Geke S.A.;951;9;;;;
PT Perusahaan Gas Negara (Persero) Tbk;1279;38;;;;
Power Grid Corporation of India Limited;337;39;;;;
Plexus Holdings plc;184;19;;;;
The Parkmead Group Plc;615;22;;;;
Liberty Gold Corp.;1413;18;;;;
Pilot Gold Inc.;674;15;;;;
The Jean Coutu Group (PJC) Inc.;262;31;;;;
Phoenix Group Holdings;1611;22;;;;
Pacific Green Technologies Inc.;508;31;;;;
Petroleum Geo-Services ASA;816;26;;;;
The PAS Group Limited;470;21;;;;
Pacific GeoInfo Corp;193;20;;;;
PNG Gold Corporation;1018;20;;;;
Personal Group Holdings Plc;545;27;;;;
Petroleum Geo-Services ASA;816;26;;;;
PT Perusahaan Gas Negara (Persero) Tbk;1279;38;;;;
Pan American Goldfields Ltd;1796;27;;;;
Polar Capital Technology Trust plc;11;34;;;;
Oyster Oil and Gas Ltd.;1807;23;;;;
Sheng Siong Group Ltd;396;21;;;;
OneSavings Bank Plc;1422;19;;;;
Public Joint Stock Company Polyus;991;33;;;;
Otis Gold Corp.;997;15;;;;
Ontex Group NV;496;14;;;;
Oil and Natural Gas Corp. Ltd.;1638;30;;;;
Oxford Metrics plc;252;18;;;;
Osisko Gold Royalties Ltd.;1481;26;;;;
Persimmon plc;966;13;;;;
PJSC GAZPROM LEVEL 1 ADS (REPR;1827;30;;;;
Obtala Resources Limited;357;24;;;;
HellermannTyton Group PLC;1663;25;;;;
Next Plc;709;8;;;;
Newmark Security plc;610;20;;;;
Northern Venture Trust Ord;1644;26;;;;
NuLegacy Gold Corporation;897;25;;;;
NetScientific plc;1925;17;;;;
Cobaltech Mining Inc.;1317;21;;;;
Neurosoft Software Production S.A.;780;34;;;;
NewRiver REIT plc;57;17;;;;
NuEnergy Gas Limited;779;20;;;;
Northern Graphite Corporation;263;29;;;;
Notis Global, Inc.;1923;18;;;;
New World Oil and Gas Plc;1753;25;;;;
NorthIsle Copper and Gold Inc.;1149;30;;;;
NCC Group plc;37;13;;;;
Norman Broadbent Plc;3;20;;;;
Nasstar plc;1370;11;;;;
North Atlantic Smaller Cos Ord;1706;30;;;;
NAC Global Technologies, Inc.;1122;29;;;;
Murray International Ord;598;24;;;;
Midwest Oil & Gas Inc.;1514;22;;;;
Modern Water plc;691;16;;;;
Mantra Venture Group Ltd.;341;25;;;;
MBL Group plc;551;13;;;;
MUTINY GOLD;647;11;;;;
MTN Group Limited;624;17;;;;
Microsaic Systems PLC;1659;21;;;;
MESA AIR GROUP INC;574;18;;;;
Mosman Oil And Gas Limited;1194;26;;;;
Melrose Industries PLC;202;22;;;;
MACAU RES GROUP LTD;318;19;;;;
Miranda Gold Corp.;662;18;;;;
Yorkshine Holdings Limited;666;26;;;;
Macquarie Group Limited;1658;23;;;;
PageGroup plc;686;13;;;;
Mountfield Group Plc;302;20;;;;
MNF Group Limited;296;17;;;;
Mondi plc;1052;9;;;;
Minaurum Gold Inc.;553;18;;;;
Millennium & Copthorne Hotels plc;1405;33;;;;
Market Tech Holdings Limited;577;28;;;;
Marks and Spencer Group plc;100;27;;;;
Ultrack Systems, Inc.;1184;21;;;;
Maven Income and Growth VCT 3 PLC;941;33;;;;
Response Genetics, Inc;1274;22;;;;
Mount Gibson Iron Limited;809;25;;;;
Mirvac Group;1700;12;;;;
Goldrock Mines Corp.;919;20;;;;
Manado Gold Corp.;1667;17;;;;
Legacy Oil + Gas Inc.;984;21;;;;
McKay Securities plc;473;20;;;;
Major Cineplex Group Public Company Limited;1583;43;;;;
Global Logistic Properties Limited;434;34;;;;
Macquarie Atlas Roads Group;1344;27;;;;
THEMAC Resources Group Limited;797;30;;;;
Lonza Group Ltd;64;15;;;;
Lloyds Banking Group Plc 7.75%;1380;30;;;;
Life Healthcare Group Holdings Limited;923;38;;;;
The Local Shopping REIT plc;1981;27;;;;
Land Securities Group plc;1148;25;;;;
Laird PLC;405;9;;;;
LIQUID NUTRITION GRP;1289;20;;;;
Liquid Nutrition Group Inc.;794;27;;;;
Liquefied Natural Gas Limited;539;29;;;;
Liquefied Natural Gas Limited;539;29;;;;
Landore Resources Limited;934;25;;;;
Jardine Lloyd Thompson Group plc;1771;32;;;;
LendLease Group;1848;15;;;;
Lloyds Banking Group plc;1992;24;;;;
Legend Gold Corp.;330;17;;;;
Gold Bullion Securities Limited - Gold Bullion Securities;0;57;;;;
Luna Gold Corp.;1142;15;;;;
Lexam VG Gold Inc.;1808;18;;;;
HP Inc.;1368;7;;;;
Opko Health, Inc.;829;17;;;;
Honeywell International Inc.;1135;28;;;;
Sirius XM Holdings Inc.;1213;23;;;;
Sky Solar Holdings, Ltd.;401;24;;;;
Vipshop Holdings Limited;1155;24;;;;
Starwood Hotels & Resorts Worldwide Inc.;1455;40;;;;
Welltower Inc.;953;14;;;;
Post Holdings, Inc.;904;19;;;;
HCP, Inc.;1344;9;;;;
Helmerich & Payne, Inc.;1729;23;;;;
Harley-Davidson, Inc.;1543;21;;;;
Humana Inc.;1153;11;;;;
Hasbro, Inc.;1913;12;;;;
KB Home;414;7;;;;
Harman International Industries, Incorporated;564;45;;;;
PayPal Holdings, Inc.;602;21;;;;
Headwaters Incorporated;801;23;;;;
Maiden Holdings, Ltd.;1861;21;;;;
Lumber Liquidators Holdings, Inc.;1922;33;;;;
Henry Schein, Inc.;816;18;;;;
Robert Half International Inc.;342;30;;;;
Omega Healthcare Investors, Inc.;309;32;;;;
Michael Kors Holdings Limited;1037;29;;;;
Herbalife Ltd.;1304;14;;;;
Red Hat, Inc.;1940;13;;;;
Hawaiian Holdings, Inc.;1993;23;;;;
RH;1898;2;;;;
HSBC Holdings plc;193;17;;;;
USANA Health Sciences, Inc.;150;27;;;;
Rackspace Hosting, Inc.;252;23;;;;
Healthcare Realty Trust Incorporated;478;36;;;;
Horizon Pharma Public Limited Company;1093;37;;;;
Host Hotels & Resorts, Inc.;903;27;;;;
HCA Healthcare, Inc.;1374;20;;;;
WGL Holdings, Inc.;877;18;;;;
Quintiles IMS Holdings, Inc.;1951;28;;;;
Heron Therapeutics, Inc.;1106;24;;;;
Windstream Holdings, Inc.;797;25;;;;
WellCare Health Plans, Inc.;272;27;;;;
Pernix Therapeutics Holdings, Inc.;1108;34;;;;
Hilton Worldwide Holdings Inc.;1111;30;;;;
Fang Holdings Limited;149;21;;;;
Radius Health, Inc.;1800;19;;;;
Himax Technologies, Inc.;1887;24;;;;
Hi-Crush Partners LP;425;20;;;;
Senior Housing Properties Trust;304;31;;;;
Molina Healthcare, Inc.;1166;23;;;;
Hologic, Inc.;828;13;;;;
Hospitality Properties Trust;1255;28;;;;
Hanesbrands Inc.;508;16;;;;
U.S. Silica Holdings, Inc.;493;26;;;;
NII Holdings, Inc.;366;18;;;;
Hawkins, Inc.;1111;13;;;;
Halyard Health, Inc.;1795;20;;;;
Hornbeck Offshore Services, Inc.;622;32;;;;
Hooper Holmes, Inc.;669;19;;;;
HD Supply Holdings, Inc.;536;24;;;;
SS&C Technologies Holdings, Inc.;1922;32;;;;
RenaissanceRe Holdings Ltd.;1106;27;;;;
Leidos Holdings, Inc.;908;21;;;;
Hansen Medical, Inc.;1524;20;;;;
SmartHeat Inc.;118;14;;;;
Ryanair Holdings plc;578;20;;;;
Hilltop Holdings Inc.;987;21;;;;
HSN, Inc.;1432;9;;;;
Heidrick & Struggles International, Inc.;761;40;;;;
La Quinta Holdings Inc.;1711;23;;;;
James Hardie Industries plc;1162;27;;;;
Hercules Offshore, Inc.;895;23;;;;
Sensata Technologies Holding N.V.;772;33;;;;
Organovo Holdings, Inc.;627;23;;;;
Navios Maritime Holdings Inc.;66;29;;;;
National Health Investors Inc.;141;30;;;;
John Hancock Investors Trust;318;28;;;;
hhgregg, Inc.;1511;13;;;;
Nationstar Mortgage Holdings Inc.;140;33;;;;
Herman Miller, Inc.;548;19;;;;
Kindred Healthcare, Inc.;578;24;;;;
Ita˙ Unibanco Holding S.A.;1901;26;;;;
MarineMax, Inc.;626;15;;;;
Heartland Payment Systems, Inc.;1563;31;;;;
Universal Insurance Holdings, Inc.;1520;34;;;;
Ryman Hospitality Properties, Inc.;1085;34;;;;
PROS Holdings, Inc.;631;19;;;;
PICO Holdings, Inc.;457;19;;;;
M/I Homes, Inc.;794;15;;;;
Hutchinson Technology Inc.;1706;26;;;;
HealthStream, Inc.;1942;18;;;;
Hibbett Sports, Inc.;1227;20;;;;
Monotype Imaging Holdings Inc.;1075;30;;;;
Provision Holding, Inc.;1570;23;;;;
MarketAxess Holdings Inc.;350;25;;;;
KCG Holdings, Inc.;1314;18;;;;
J.B. Hunt Transport Services, Inc.;392;34;;;;
Hudson Pacific Properties, Inc.;519;31;;;;
Harvest Natural Resources Inc.;1588;30;;;;
Turquoise Hill Resources Ltd.;200;29;;;;
Silgan Holdings Inc.;1101;20;;;;
OptimumBank Holdings, Inc.;1614;26;;;;
Higher One Holdings, Inc.;211;25;;;;
Noah Holdings Limited;668;21;;;;
Nomura Holdings, Inc.;1510;21;;;;
Nielsen Holdings plc;958;20;;;;
Inovalon Holdings, Inc.;989;23;;;;
Impac Mortgage Holdings, Inc.;805;29;;;;
Huaneng Power International, Inc.;88;33;;;;
Harmonic Inc.;1597;13;;;;
Hill International, Inc.;1740;24;;;;
Hillenbrand, Inc.;1778;17;;;;
WABCO Holdings Inc.;477;19;;;;
Universal Health Services, Inc.;1357;31;;;;
Tile Shop Holdings, Inc.;1229;24;;;;
Team Health Holdings, Inc.;222;26;;;;
Intrawest Resorts Holdings, Inc.;191;32;;;;
RE/MAX Holdings, Inc.;1625;21;;;;
MACOM Technology Solutions Holdings, Inc.;141;41;;;;
M.D.C. Holdings, Inc.;463;21;;;;
LaSalle Hotel Properties;1267;24;;;;
LGI Homes, Inc.;678;15;;;;
Kennedy-Wilson Holdings, Inc.;531;29;;;;
Huntington Ingalls Industries, Inc.;821;35;;;;
The Habit Restaurants, Inc.;15;27;;;;
Validus Holdings, Ltd.;1011;22;;;;
SAExploration Holdings, Inc.;1009;28;;;;
Luxoft Holding, Inc.;1131;20;;;;
Koppers Holdings Inc.;1181;21;;;;
Jumei International Holding Limited;293;35;;;;
IPC Healthcare, Inc.;1847;20;;;;
IntraLinks Holdings, Inc.;1235;25;;;;
Tivity Health, Inc.;1996;19;;;;
HomeStreet, Inc.;1315;16;;;;
Highwoods Properties, Inc.;313;26;;;;
Highway Holdings Limited;1547;24;;;;
Hugoton Royalty Trust;1697;21;;;;
HFF, Inc.;272;9;;;;
LafargeHolcim Ltd;760;17;;;;
Streamline Health Solutions, Inc.;129;33;;;;
Oppenheimer Holdings Inc.;991;25;;;;
Innophos Holdings, Inc.;1712;23;;;;
InterXion Holding N.V.;144;22;;;;
Summit Hotel Properties, Inc.;1974;29;;;;
Heartware International Inc.;886;28;;;;
Hersha Hospitality Trust;685;24;;;;
Highpower International, Inc.;1190;29;;;;
Harte Hanks, Inc.;1931;17;;;;
Helen of Troy Limited;1998;21;;;;
Hortonworks, Inc.;633;17;;;;
RCI Hospitality Holdings, Inc.;339;30;;;;
Magellan Health, Inc.;1724;21;;;;
Luxfer Holdings PLC;1554;19;;;;
Innsuites Hospitality Trust;568;27;;;;
Hill-Rom Holdings, Inc.;1655;23;;;;
Health Insurance Innovations, Inc.;235;34;;;;
Halozyme Therapeutics, Inc.;1629;27;;;;
Universal Health Realty Income Trust;324;36;;;;
TeleTech Holdings, Inc.;1995;23;;;;
Sunshine Heart, Inc.;976;20;;;;
Pebblebrook Hotel Trust;1595;23;;;;
Royal Hawaiian Orchards, L.P.;130;29;;;;
Mirage Energy Corporation;1629;25;;;;
MCBC Holdings, Inc.;1261;19;;;;
IMS Health Holdings, Inc.;1749;25;;;;
HubSpot, Inc.;943;13;;;;
Tantech Holdings Ltd;1071;20;;;;
Spok Holdings, Inc.;1798;19;;;;
LifePoint Health, Inc.;1440;22;;;;
INC Research Holdings, Inc.;931;27;;;;
HMG/Courtland Properties, Inc.;1848;30;;;;
Hudson Technologies Inc.;1675;24;;;;
Hawaiian Telcom Holdco, Inc.;1456;28;;;;
Haynes International, Inc.;449;26;;;;
Q Lotus Holdings, Inc.;1817;22;;;;
Xtant Medical Holdings, Inc.;86;28;;;;
Xenia Hotels & Resorts, Inc.;1493;28;;;;
William Lyon Homes;756;18;;;;
Veritex Holdings, Inc.;741;22;;;;
TCP International Holdings Ltd.;813;31;;;;
Swisher Hygiene Inc.;1145;20;;;;
Sportsman's Warehouse Holdings, Inc.;872;36;;;;
Q2 Holdings, Inc.;1419;17;;;;
QCR Holdings, Inc.;1262;18;;;;
Pioneer High Income Trust;1154;25;;;;
Lumentum Holdings Inc.;48;22;;;;
Leju Holdings Limited;1990;21;;;;
Hyster-Yale Materials Handling, Inc.;1956;36;;;;
Tekla Healthcare Investors;1200;26;;;;
USMD Holdings, Inc.;1933;19;;;;
Sunstone Hotel Investors, Inc.;1651;30;;;;
Perfumania Holdings, Inc.;1614;25;;;;
NMI Holdings, Inc.;1003;18;;;;
Lantheus Holdings, Inc.;1695;23;;;;
Kingtone Wirelessinfo Solution Holding Ltd;70;42;;;;
HealthEquity, Inc.;950;18;;;;
Houlihan Lokey, Inc.;775;20;;;;
THT Heat Transfer Technology, Inc.;1576;34;;;;
Steel Partners Holdings L.P.;1966;28;;;;
Rennova Health, Inc.;2001;20;;;;
Kenon Holdings Ltd.;1539;19;;;;
HSBC Holdings plc;193;17;;;;
Heritage Insurance Holdings, Inc.;85;33;;;;
SunLink Health Systems, Inc.;1889;28;;;;
Tekla Life Sciences Investors;1569;29;;;;
Handy & Harman Ltd.;758;19;;;;
InfraREIT, Inc.;1335;15;;;;
Hemp Inc.;1660;9;;;;
LENOVO GROUP;64;12;;;;
Tumi Holdings, Inc.;1122;19;;;;
Tristate Capital Holdings, Inc.;1206;31;;;;
International Tower Hill Mines Ltd.;1203;35;;;;
Tencent Holdings Limited;563;24;;;;
Taomee Holdings Ltd.;669;20;;;;
STR Holdings, Inc.;1432;18;;;;
PRA Health Sciences, Inc.;1764;25;;;;
UBS ETF MSCI Pacific ex Jpn USD A dis;1667;37;;;;
Oxbridge Re Holdings Limited;1561;28;;;;
Navigator Holdings Ltd.;38;23;;;;
Liberty TripAdvisor Holdings, Inc.;1429;34;;;;
Jupai Holdings Limited;1510;22;;;;
InfuSystem Holdings Inc.;1371;24;;;;
Hubbell Incorporated;683;20;;;;
HC2 Holdings, Inc.;1466;18;;;;
CATHAY PAC AIR;1667;14;;;;
Z-Trim Holdings, Inc.;1056;21;;;;
Horsehead Holding Corp.;64;23;;;;
WL Ross Holding Corp. - Unit;479;28;;;;
Vape Holdings, Inc.;57;19;;;;
SHLDW;896;5;;;;
PSB Holdings, Inc.;1453;18;;;;
The New Home Company Inc.;1096;25;;;;
National Holdings Corporation;1850;29;;;;
Liberator Medical Holdings, Inc.;1863;32;;;;
Kitov Pharmaceuticals Holdings Ltd.;246;35;;;;
John Hancock Income Securities Trust;210;36;;;;
Investar Holding Corporation;216;28;;;;
